Code,Name,Tax ,IncludedInPrice,Quantity,Bulk Price,Individual Price,Units in Packet
2564,PONKY LECHE VAINILLA 18TI X8 X33G,0,TRUE,2,8500,1100,0
2594,EST EMOJI X 45 GR,19,TRUE,23,7000,0,0
2622,PONKY FRESAS CON CREMA X18TIR X8 X33G,0,TRUE,1,9200,1100,0
2624,PONKY CHOCO CARAMELO X18TIR X8und X33g,0,TRUE,1,8500,1100,0
264,HIPER LONCH FRESA 156 GRS,0,TRUE,10,4200,0,0
2641,PIAZZA VAINILLA X36BJ X1UND X 33g,0,TRUE,6,3100,0,0
2643,PIAZZA CHOCOLATE 36BJ X1 X44grs,0,TRUE,9,3100,0,0
2644,PIAZZA FRESA 36BJ X1 X45g,0,TRUE,9,3100,0,0
2674,G CLUB LINAZA-MARCA X9,0,TRUE,2,5300,600,0
2678805,PAPEL SEDA ROJO,19,TRUE,12,700,0,0
2678810,PAPEL SEDA VERDE,19,FALSE,12,700,0,0
269,CARAELO MORITAS BX100 350G,0,TRUE,10,6400,0,0
2693,HALLS BARRA X12 YERBABUEfalse,0,TRUE,4,12400,1500,0
26990,BRINKY CHOCOLATE X 6,19,TRUE,12,8500,0,0
26991,BRINKY FRESA x6 (24BS/10/50g),0,TRUE,14,8900,900,0
26992,BRINKY LIMON,19,TRUE,10,8550,0,0
26993,BRINKY VAINILIA x6 (24BS/10/50g),0,TRUE,15,8900,900,0
27017,"COL 100% CLUB MULTIGRAfalse (12BS/6/25 , 5g)",0,TRUE,6,4600,0,0
27021,COL 100% MULTICR FRUTOS ROJ (12BS/8/27g),0,TRUE,1,7200,0,0
2713,EST CASA GALLETA X 180 GR,19,TRUE,5,8700,0,0
27137,BRIDGE IND VAINILLA (24BS/10/30g),0,TRUE,13,6000,500,0
27139,BRIDGE IND CHOCOLATE (24BS/10/30g),0,TRUE,5,6000,500,0
27142,BRIDGE IND AREQUIPE (24BS/10/30g),0,TRUE,7,5300,500,0
27144,BRIDGE IND FRESA(24BS/10/30g),0,TRUE,26,6000,500,0
27145,BRIDGE IND NARANJA(24BS/10/30g),0,TRUE,6,6000,500,0
27148,BRIDGE IND RON CON PASAS (24BS/10/30g),0,TRUE,7,6000,500,0
27151,MUUU CREMADALECHEA CHOCOLATAD (24BS/12/33),0,TRUE,17,7200,0,0
27168,"CRAKENAS CLUB IND 8X10 (24BS/10/25,5g)",0,TRUE,13,5600,0,0
2726,CORAZON SUPREME X 6 GR,19,TRUE,166,60309,500,0
27275,"PIAZZA JIRAFA MALT. FRESA (12PL/24/11,7g)",0,TRUE,6,9100,0,0
27280,"PIAZZA JIRAFA VAINILI.A (12PL/24/11,7g)",0,TRUE,2,9100,0,0
27281,"PIAZZA JIRAFA CHOCOLATE (12PL/24/11,7g)",0,TRUE,4,9100,0,0
27283,"PIAZZA JIRAFA AREQUIPE (12PL/24/11,7g)",0,TRUE,2,9100,0,0
27312,DANESAS (12BS/1/280g),0,TRUE,5,7800,0,0
2740,TOOTH BRUSH,19,TRUE,30,2500,0,0
27465,COL 1008 MULTICR MIEL 8x10 (24BS/10/30g),0,TRUE,6,1000,0,0
27634,"CRAKE�AS CLUB INTEG IND8XIO (24BS/10/25,5",0,TRUE,17,5600,500,0
27635,BRIDGE IND MOUSSE DE LIM�N (24BS/10/30g),0,TRUE,8,6000,500,0
27636,MUUU CREMADA YOGURT MORA (24BS/12/33g),0,TRUE,14,7200,600,0
27692,MUUU GALLETA LECHE TRAD (30BS/18/12g),0,TRUE,14,4400,300,0
27744,BRIDGE COFFEE DELIGHT IND (12P1/10/36g),0,TRUE,1,12800,1200,0
2777,T2 GOLDEN RECTANGULAR X 25 GR,19,TRUE,9,4000,0,0
2780,T4 GOLDEN CUADRADO X 50 GR,19,TRUE,17,6500,0,0
2791,COfalse DE CHOCOLATE MINICCO CAJA,19,TRUE,1,20800,2000,0
27932,QUIMBAYA BRIDGE (72BS/3/17 /2g),0,TRUE,11,2200,0,0
2804,MOMENTS CHIPS CHOCOLATE 24BJ X6 22g,0,TRUE,5,7700,1200,0
28118,BON BON BUM FRESA (15BS-24-19g),0,TRUE,156,8500,500,0
2843,cinta de tela,19,TRUE,15,22000,0,0
2876,"MAX FRUTACIDAS 16BS X100UND X4,3g",0,TRUE,1,8100,0,0
2889,MILLOWS CORAZONES 12BS X1 X145g,0,TRUE,5,4800,0,0
29042,BABY ALIENSA 12X24,0,TRUE,23,25000,2100,0
29249,AGOGO ORIGINAL GIGANTE,0,TRUE,25,5500,0,0
29555,AGOGO ATOMO 60X36,0,TRUE,35,5900,0,0
29868,TUMIX MENTA 1 HORA 100,0,TRUE,36,7400,0,0
29920,CHICLE LARGO BARBIE,19,TRUE,12,9500,1000,0
29936,TUMIX SURTIDO 1 HORA 1,0,TRUE,35,7400,0,0
29938,AGOGO ATOMO SURTIDO 60,0,TRUE,28,5900,0,0
29942,BARBIE ROLL ON FRESA 1,0,TRUE,5,20000,1700,0
29945,FUNDA SHA CHICLE BOLA,0,TRUE,3,9100,0,0
29946,DR LOOK PELUKLOKA,0,TRUE,48,0,2200,0
29949,HOT WHEELS ROLL ON 10X,0,TRUE,3,20000,17000,0
30003387,MARGARITA LIMON X 12,19,TRUE,19,19200,1700,0
300033874,MARGARITA NATURAL 25 GR X 12,19,TRUE,21,19200,1700,0
300033978,MARGARITA POLLO 25 GR X 12,19,TRUE,20,19000,0,0
300034039,MARGARITA BBQ,19,TRUE,13,19200,1700,0
300051222,MANIMOTO SALADO,19,TRUE,474,9000,0,0
300055845,DETODITO MIX 45 GR X 6,19,TRUE,12,15900,0,0
300055849,CHEETOS NATURAL 15 GR X 12,19,TRUE,5,7100,0,0
300056040,DORITOS MEGAQUESO X 10,19,TRUE,110,17000,1800,0
300056054,CHEETOS BOLIQUESO 20 GR X 12,19,TRUE,20,11600,0,0
300056097,NATUCHIPS PLATAfalse VERDE 38 GR X 12,19,TRUE,14,21200,0,0
300056099,NATUCHIPS PLATAfalse MADURO,19,TRUE,15,22200,0,0
300056128,CHEESE TRIS QUESO 42 GR X 12,19,TRUE,109,19200,0,0
300056353,manimoto limon 42 gr x 12,19,TRUE,38,16900,0,0
300056356,mani moto natural 44 gr x 12,19,TRUE,309,17500,0,0
300056678,DETODITO BBQ 45 GR X 6,19,TRUE,12,15900,0,0
300057010,DETODITO NATURAL 45 GR X 6,19,TRUE,12,15900,0,0
300057169,CHEETOS NATURAL 40 GR,19,TRUE,145,1500,0,0
300057320,CHEETOS PICANTE X 34 GR,19,TRUE,80,1500,0,0
300057390,CHOCLITOS LIMON X 12,19,TRUE,12,12500,0,0
300058229,DETODITO NATURAL 65 GR,19,TRUE,160,3300,0,0
300058540,DETODITO MIX 65 GR,19,TRUE,160,3300,0,0
300058541,DETODITO BBQ 65 GR,19,TRUE,195,3300,0,0
30056054,CHEETOS BOLI QUESO X 12,19,TRUE,6,12600,0,0
30056068,DETODITO NATURAL 165 GR,19,TRUE,4,7300,0,0
30056069,DETODITO BBQ 165 GR,19,TRUE,16,7300,0,0
30056097,NATUCHIPS PLATAfalse VERDE 38 GR X 12,19,TRUE,6,21200,0,0
30057320,CHEETOS TRItrueTOS PICANTE 34 GR,19,TRUE,40,1500,0,0
302-1,YUPIS SALADOS 15GMX12,0,TRUE,11,3316,0,0
3041,COLORETI FIESTA BALL X 324 GR,19,TRUE,4,21700,1200,0
304-2,YUPIS BOLICHEESE 115G,0,TRUE,10,3900,0,0
30482,chocmelos bolsa x 30,19,TRUE,8,5800,0,0
312330,BOLSA,19,FALSE,1,54,0,0
316175,POSTOBON 2 LITROS,19,TRUE,6,5000,0,0
3187,G CLUB ARROZ trueLVESTRE X 9,0,TRUE,3,5300,600,0
3205,EST OCAtrueON EMOJI X 35 GR,19,TRUE,11,8300,0,0
3248,CHOCO WAFER AVELLANA X 200 GR,19,TRUE,4,11000,0,0
325,huevos x 10,19,TRUE,6,17800,0,0
326,huevos x 2,19,TRUE,8,4000,0,0
3313,CHOCMELOS BESSOS (96UN/1/30g),0,TRUE,78,14400,1400,0
332648,postobon colombiana,19,TRUE,36,2500,0,0
335,MERCI BOM RELL 6UN 96GR,0,TRUE,2,10700,0,0
34,EST COfalse SURTIDO X 66 GR,19,TRUE,8,7500,0,0
34046,anillo barbie,19,TRUE,12,18000,2000,0
3451,CHOCMELO BESSOS 18PL/ 1/30 GR,0,TRUE,6,5800,0,0
3459,GALLETA CILINDRO NAVIDE�O X 90 GR,19,TRUE,5,13600,0,0
3471,MILLOWS CII. BLANC0145g (12/145g),0,TRUE,9,4900,0,0
3477,HUEVO SORPRESA CIRCUS,19,TRUE,9,30000,2500,0
3478,HUEVO SORPRESA ANIMAL,19,TRUE,12,30000,2500,0
3520,tarjeta de para,19,TRUE,13,500,0,0
353262,H2O,19,TRUE,6,3800,0,0
3544,TRIDENT SP X60 YERBA,0,TRUE,8,10100,0,0
3581,CHOCOWAFER COCO X 200 GR,19,TRUE,4,11900,0,0
3592,GALLETA DANESA X 340 GR ROJA,19,TRUE,3,20800,0,0
3593,GALLETA DANESA X 114 GR,19,TRUE,5,8300,0,0
3596,GALLETA DANESA X 114 GR AZUL,19,TRUE,3,8900,0,0
3612,SORINI SORINETTE CREMA ASSORTI,19,TRUE,4,9800,0,0
3613,SORINI SORINETTE DOUBLE X 110 GR,19,TRUE,2,9800,0,0
3614,SORINI NUTTY CRUNCHY CARAMEL,19,TRUE,3,9800,0,0
361445,COCA COLA  ZERO,19,TRUE,24,2000,0,0
361446,coca cola regular lata,19,TRUE,54,1700,0,0
368808,GUIRNALDA CORAZON,19,TRUE,6,1000,0,0
369073,CHAMPAGNE,19,TRUE,18,24000,0,0
3743,EST GUITARRA NAVIDAD X 45 GR,19,TRUE,5,9000,0,0
3853,OREO ROLLO CHOCOLATE 108 GR,19,TRUE,28,2800,0,0
387935,OLIVA SUAVE,19,TRUE,1,100000,0,0
398,MONEDAS PEQUE�AS 250GRS,0,TRUE,1,20000,0,0
398228,COCA COLA ZERO 400 ML,19,TRUE,60,3000,0,0
401-3,PAPITAS RISADAS DE POLLO,0,TRUE,6,1500,0,0
401-5,PAPITAS RISADAS DE LIMON,0,TRUE,6,1500,0,0
402138,LONCHERA YUPI X 13,19,TRUE,13,12,0,0
403-1,RIZADAS MAYONESA 110G,0,TRUE,6,5300,0,0
403-2,RIZADAS POLLO 110g,0,TRUE,6,4600,0,0
403-7,RIZADAS MEGA CRUNCH BBQ RIBS PIMIENTA 100g,0,TRUE,3,4600,0,0
404-4,RIZADAS MAYONESA 250GM,0,TRUE,2,8183,0,0
404-5,RIZADAS LIMON 250 GMS,0,TRUE,2,8183,0,0
414,MERCI CORAZON 160GR,0,TRUE,3,20200,0,0
419,MERCI FLOR 112 GR,0,TRUE,2,14400,0,0
420178,SODA UVA BLANCA,19,TRUE,1,2500,0,0
420722,LICOR FRIZZANTE,19,TRUE,14,10400,0,0
435172,COCOSETTE,19,TRUE,18,31000,1500,0
4408,EST DETALLE X 20 GR,19,TRUE,10,2800,0,0
442257,ELECTROLIT FRESA,19,TRUE,18,7300,0,0
446217,TAKIS,19,TRUE,17,2700,0,0
4491,BRIDGE MTCO FRESA (24MTA/1/71g),0,TRUE,6,2100,0,0
4493,BRIDGE MTCO AREQUIPE (24MTA/1/71g),0,TRUE,5,2100,0,0
450282,PLATANITOS  PLANTAIN,19,TRUE,13,2500,0,0
4545,PIAZZA AREQUIPE (36BJ/1/45g),0,TRUE,8,3100,0,0
4585,"MINIBUM SURTIDO (16BS/100/5,5g)",0,TRUE,23,8900,0,0
465170,CALCOMANIA VALENTINES,19,FALSE,18,500,0,0
4694,MAX COCO WAFER (12PL/10/46g),0,TRUE,163,11800,1200,0
4714,GOLDFISH 28 GR,19,TRUE,20,2500,0,0
4754,CRAKENAS DORADITAS IND (12BS/6/28g),0,TRUE,8,4800,0,0
4815,MILLOWS STDO (12BS/1/145g),0,TRUE,7,4800,0,0
4816,MILLOWS NAVIDAD (12BS/1/145g),0,TRUE,4,4800,0,0
4817,MILLOWS SURTIDOS 35g (30BS/1/35g),0,TRUE,13,1200,0,0
48622,VIfalse TOLTEN 750 ML,0,TRUE,1,34000,0,0
4984,COL 100%  UVAS Y MACADAMIA(20BS/6/27g),0,TRUE,6,6400,0,0
5028,CIRUELAS PASAS,19,TRUE,1,75000,0,0
5208,COL 100% WLTCER AVENA MIEL(12BS/8/27g),0,TRUE,4,7200,0,0
539,NUCITA WAFER IND,0,TRUE,140,4200,0,0
54563,COCA COLA 1.5 ML,19,TRUE,8,5500,0,0
55,HATSU SODA,19,TRUE,13,3000,0,0
5530,fruticas masticables,19,TRUE,13,8700,0,0
5571,AREQUIPE (20BS/12/15g),0,TRUE,3,8300,700,0
5678,CERVE CLUB LATA,19,TRUE,8,18900,0,0
580,GOMA ACIDA CUBIERTA,19,TRUE,4,4500,0,0
585,HALLS X100 CHERRY LYPTUS,0,TRUE,606,11700,0,0
586,HALLS X100 MENT LYPTUS,0,TRUE,418,11700,0,0
587,HALLS X100 EXT FUERTE,0,TRUE,618,11700,0,0
588,HERSHEY XMAS,19,TRUE,9,18000,0,0
59008,ACHIRAS,19,TRUE,11,2200,0,0
59503,NACHOS NATURAL 190 GR,19,TRUE,4,6400,0,0
59544,NACHOS QUESO X 190 GR,19,TRUE,3,6400,0,0
59621,PAPAS LIMON 25 GR,19,TRUE,8,1800,0,0
59623,PAPAS LIMON X 105 GR,19,TRUE,6,5000,0,0
59627,PAPAS POLLO 25 GR,19,TRUE,13,1800,0,0
59629,PAPAS POLLO X 105 GR,19,TRUE,5,5000,0,0
59678,CHOCORAMO X 60 GR,19,TRUE,12,2000,0,0
59781,PAPAS NATURAL 25 GR,19,TRUE,7,1800,0,0
598,TRIDENT SP X 60 SANDIA,19,TRUE,485,10600,0,0
599,HALLS BARRA X 12 CHERRY,19,TRUE,8,13500,0,0
59937,RAMO VIfalse X 220 GR,19,TRUE,1,6200,0,0
600,HALLS BARRA X12 MENTHOL,0,TRUE,4,12400,1500,0
60017,WHISKY BUCHANAN DE LUXEx 1000,19,TRUE,2,,0,0
60023,WHISKY OLD PARR X 1000,19,TRUE,2,,0,0
60024,6002OLD PARR X 750 ML,0,TRUE,20,140000,0,0
600918,CHOCOLATE CON CREMA DE RON 100 GR,0,TRUE,3,7900,0,0
601,HALLS BARRA X12 EXT FUERTE,0,TRUE,10,12400,1500,0
60145,PLATAfalse VERDE 135 GR,19,TRUE,8,5000,0,0
60150,PLATAfalse MADURO 135 GR,19,TRUE,3,5000,0,0
60211,CRISPETAS DULCE SALADAS,19,TRUE,6,4500,0,0
603201,WAFFER ROLLS GRECO CHOC Y AVELLANA 135GR,0,TRUE,8,7600,0,0
604,AJO,19,TRUE,1,5000,0,0
605,TRIDENT SP X60 MENTA,0,TRUE,748,10100,0,0
610236,GAROTO BOMOBNES SURTIDOS 170GR,0,TRUE,26,11000,0,0
610267,GAROTO BOMBONES SURTIDOS 110GR,0,TRUE,12,6300,0,0
610997,CHOCOLATES PARFAIT SURT. MANDALA 60GR,0,TRUE,18,7600,0,0
610998,CHOCOLATES PARFAIT SURT. MANDALA 90GR,0,TRUE,17,10000,0,0
610999,CHOCOLATES PARFAIT SURTIDOS X 36 GR,19,TRUE,21,5200,0,0
618,CHICLETS CUBO SURTIDO X 100,19,TRUE,27,17050,0,0
619,CHICLETS X20 MENTA,0,TRUE,4,20200,1200,0
6202,CREMA MUU (20BS/12UN/10g),0,TRUE,9,4800,400,0
6207,ACEITUNAS,19,TRUE,1,55000,0,0
623,PONKY NUCITA 18TIT X8UND X33G,0,TRUE,2,9200,1200,0
627,TRID TOTAL X16 MENTA,0,TRUE,5,18300,0,0
629,TRID TOTAL X16 Y BUENA,0,TRUE,5,18300,1200,0
6461,KRINGLE,19,TRUE,3,12000,0,0
660,BARRAS trueLICONA,19,FALSE,5,1600,0,0
662,"CHOCOBREAK BALL 18BS X50UND X3,5G",0,TRUE,3,5400,0,0
695,G OREO ORIGINAL X 12,0,TRUE,24,11800,1000,0
6950,MORITAS 200GR,0,TRUE,5,5100,0,0
698,G CLUB SOCIAL X9,0,TRUE,103,5300,600,0
6981,GA CLUB SOCIAL X 9,19,TRUE,9,6300,0,0
700,G CLUB SOCIAL X9 INTEGRAL,0,TRUE,44,5300,600,0
701-3,PALOMITAS CARAMLO 68G,0,TRUE,12,1400,0,0
701-5,PALOMITAS CARAMELO 170G,0,TRUE,4,3300,0,0
701-6,PALOMITAS MIX CARAMELO 50g,0,TRUE,4,3300,0,0
701-7,PALOMITAS COOKIES AND CREAM 170G,0,TRUE,5,3300,0,0
7039,PIAZZA DELEITE BANDEJA,19,TRUE,10,2500,0,0
709,GALL RITZ X 6 QUESO,19,TRUE,13,7200,0,0
713,BASTON TWIST,19,TRUE,1,15000,0,0
7172,DETODITO MIX,19,TRUE,104,15300,2600,0
72042,BUCHANANS MASTER 750 ML,0,TRUE,10,180000,0,0
721,LACTY  S FRESA 105 GRS,0,TRUE,3,2600,0,0
727,LACTY  S DURAZfalse 105 GR,0,TRUE,3,2600,0,0
730,GALL HONY BRAN X9,0,TRUE,6,5300,600,0
7301,MOMENTS RELLENAS CHOCOLATE (24PO/9/15g),0,TRUE,1,9700,0,0
7302,MOMENTS RELLENAS MORA (24PL/9/15g),0,TRUE,3,9700,0,0
744,GRAGEA EN COLORES 500GR,19,TRUE,6,8300,0,0
7623,BRIDGE TCO FRESA (24TC/1/151g),0,TRUE,3,4000,0,0
7624,BRIDGE TCO LECHE VAINILLA (24TC/1/151g),0,TRUE,5,4000,0,0
7629,BRIDGE TCO CHOCOLATE (24TC/1/151g),0,TRUE,5,4000,0,0
7655,BON BON BUM ST. TROPICAL (15BS/24/19g),0,TRUE,12,8500,500,0
7702133456596,TRIDENT X3 FRESH HERBAL,19,TRUE,24,800,700,0
7707244560330,CIFRUT CITRUS false RETORABLE 0.4LTX12,19,TRUE,24,1000,900,0
7708092371697,CIFRUT MORA PET false RETORNABLE 0.4LTX2,19,TRUE,36,1000,900,0
776,GRAGEA EN COLORES 125 GR,0,TRUE,15,1800,0,0
7760,"SPLOT TATTOO (18DIS/120/3,8g)",0,TRUE,4,13800,0,0
7824,"SPLOT TATTOO SURTIDO (18PL/120/3,8g)",0,TRUE,2,13800,0,0
793,PAPEL METALIZADO,19,TRUE,4,3000,0,0
794,PAPEL CELOFAN EST X ROLLO,19,TRUE,45,3000,0,0
801-2,"COPEL,PANEL,DULCE CON LECHE Y COCO 15GX2X12 PLEGADIZA",19,TRUE,2,1,0,0
801-3,"COPEL,PANEL, AREQ Y COCO 15gx24 Und",0,TRUE,8,9800,0,0
801-5,AREQUIPE COPELIA DOYPACK 250 GR,0,TRUE,1,5800,0,0
813,ALMENDRA FRANCESA BLANCA,19,TRUE,420,350,0,0
821,GALL CHIP AHOY X6,0,TRUE,2,6200,1100,0
8210,ALMENDRA FRANCESA 50 GR,0,TRUE,3,3000,0,0
8224,MAX COCO CHUPETA BS (20BS/24/14g),0,TRUE,7,7900,0,0
8229,EST MOMENTS PREMIUM ESTAMPADO (20EST/1/52,0,TRUE,2,8000,0,0
8232,XTIIME KRASH MENTA AGRUPADO (144UN/1/30g.,0,TRUE,35,9600,800,0
824,papel celofan,19,TRUE,6,2500,0,0
827,COBERTURA DE CHOCOLAATE 500G,0,TRUE,4,15200,0,0
8277,GRISSLY FERIA X 45 X 8 GR,19,TRUE,12,6700,0,0
8334,TABLETA MOMENTS  70 GR,0,TRUE,12,8000,0,0
83665,SNICKERS,0,TRUE,40,4500,0,0
840101727952,BANDEJA DE MADERA,19,TRUE,1,35000,0,0
840101822015,CANASTO RECTANGULAR,19,TRUE,1,35000,0,0
840101884341,CANASTO,19,TRUE,2,55000,0,0
843,WAFER FRESA 240 GRS,0,TRUE,7,5500,0,0
845,WAFER AREQUIPE 240 GRS,0,TRUE,8,5500,0,0
85191,BAILEYS X 700 ML,0,TRUE,1,74000,0,0
8909,BON BON BUM CEREZA INTENSA (15BS/24/19g),0,TRUE,15,8500,500,0
8938,CORAZON GRANDE,19,TRUE,2,12000,0,0
89798,CORAZONES PEQUE�O,19,TRUE,3,10000,0,0
90322,GORDONS X 700,0,TRUE,2,68000,0,0
91767,PAJARO ESCARCHADO,19,TRUE,1,6400,0,0
91772,PAJARO LENTEJUELA 12,19,TRUE,1,6400,0,0
91773,PAJARO LENTEJUELA 12,19,TRUE,1,6000,0,0
92556,ROLLO ALAMBRE X 12 MT,19,TRUE,1,900,0,0
93,EST MINI PRINCES,19,TRUE,2,6200,0,0
933,MONEDA CHOCOLATE X 4 GR,19,TRUE,16,13300,300,0
938,COCOA 200GR,19,TRUE,3,6000,0,0
961,CHOC SEMI AMARGO,0,TRUE,11,9000,0,0
96353,MILKYWAY,0,TRUE,18,4500,0,0
972,"FRUTICAS LOVE CANDY 16BS X100UND X4,5G",0,TRUE,50,8100,0,0
9858,PIMENTON ROJO,19,TRUE,1,25000,0,0
987,PORTAGLOBO,19,TRUE,20,500,0,0
99062,papas pringles original,19,TRUE,249,5000,0,0
99064,papas pringles queso x 40 gr,19,TRUE,197,5000,0,0
99447,AGUA CLARA X 600 ML,19,TRUE,480,645.8,0,0
99848,MO�O BICICLETAS,19,TRUE,1,10000,0,0
99851,CINTA MO�O VENADO,19,FALSE,1,10000,0,0
A1,OJITO X8,0,TRUE,6,4800,0,0
A2,MOGOTE,0,TRUE,4,6000,0,0
A5,CHAPARRA X14,0,TRUE,5,5200,0,0
A6,TUME X 6,0,TRUE,5,3900,0,0
AK4,VIfalse VALL ANDIN CEBER GR 750ML,19,TRUE,1,36000,0,0
B:1,CELOFAN SURTIDO,19,TRUE,24,1500,0,0
B1,COCADA X 10,0,TRUE,7,7200,0,0
B12,FRUTAS X8,19,TRUE,3,5000,0,0
B3,PANELITAS X 30,0,TRUE,1,4800,200,0
B4,PANELITA LECHE X 40,0,TRUE,3,9600,300,0
B5,PANELITA COCO X 40,0,TRUE,3,9600,0,0
B6,BOCADILLO COCO X 30,0,TRUE,2,4800,200,0
B7,BOCADILLO COLORES X 30,0,TRUE,2,4800,200,0
B8,POTE BOCDILLO X 30,0,TRUE,2,4800,200,0
B9,COCADA X 8,0,TRUE,6,5000,0,0
BARCO,BARQUILLO DE ARROZ,19,TRUE,12,4000,0,0
BIMBO2,PALITROQUES,19,TRUE,1,10100,0,0
BIMBO3,SUBMARIfalseS,19,TRUE,11,5800,0,0
BMN01-024061,CAJA NAVIDAD PLANA,19,TRUE,6,7000,0,0
BPA18,CHEESE BITES PARMESAfalse AMAR 18 GR,19,TRUE,8,220030,0,0
BR1,BREVAS X 4,19,TRUE,1,3000,0,0
BR2,BREVAS X 6,19,TRUE,1,4200,0,0
BR3,BREVAS X 10,19,TRUE,10,6000,0,0
BR5,BREVAS X 8,19,TRUE,5,4800,0,0
BR6,totumas MANJAR BLANCO,19,TRUE,1,10000,0,0
BR7,TOTUMAS X 4 ESPECIAL,19,FALSE,1,8500,0,0
CBN034068,BANDEJA NAVIDAD,19,TRUE,12,10000,0,0
CCCN04-06,CAJA CANASTA,19,FALSE,3,5000,0,0
CHUPETA1,CARACOL X 30,19,TRUE,6,4800,0,0
CHUPETA2,CARACOL X 12,19,TRUE,2,5100,0,0
CHUPETA3,CARACOL X 6,19,TRUE,7,5800,1500,0
CHUPETA5,ARBOLITOS,19,TRUE,9,5400,0,0
CHUPETA9,TORNADOS NAVIDE�OS X12,19,TRUE,12,6000,0,0
CP17-27-264052,CAJA PLATEADA CARTON,19,TRUE,5,4500,0,0
CSM,CRISPETAS SAL MARINA,19,TRUE,8,2300,0,0
CZCV273536,CAJAS CARTON NATURAL CON VENTANA,19,TRUE,6,7000,0,0
DJ1,ALEGRIAS X9,19,TRUE,2,7200,0,0
DJ2,CABALLITO X6,19,TRUE,2,7500,0,0
DJ3,BANDEJA PAISA,19,TRUE,3,9100,0,0
DJ4,BLANCAS,19,TRUE,2,8500,0,0
DJ5,TROPICALES,19,TRUE,5,8500,0,0
dt1,baston sour,19,TRUE,2,12000,0,0
DT2,BASTON LENTEJAS,19,TRUE,1,12000,0,0
DT3,BOLSA COOKIES AND CREAM,19,TRUE,1,10000,0,0
DT4,BARRA SANTA,19,TRUE,1,10000,0,0
DT5,CAMPANAS,19,TRUE,2,12000,0,0
DT6,CARAMELO SANTA,19,TRUE,2,12000,0,0
EE10213438,MO�O PLATEADO,19,TRUE,10,2000,0,0
EE10223439,MO�OS ROJO Y VERDE,19,TRUE,17,2500,0,0
EG,ESTRELLITA GREGORY,19,TRUE,3,4100,0,0
EX12,EXTRUCITOS QUESO,19,TRUE,36,1000,0,0
EX12N,EXTRUCITOS NATURAL,19,TRUE,36,1000,0,0
EX65,RXTRUCITOS X12 QUESO,19,TRUE,20,3000,0,0
GG1,GALLETA NAVIDAD GRECO,19,TRUE,50,5300,0,0
GLORI2,PATA DE VACA,19,TRUE,1,5000,0,0
GOCE2,CINTA,19,TRUE,2,1000,0,0
GOCEMAX,CAJAS M,19,TRUE,1,9000,0,0
GOCEMAX3,PESA GLOBO,19,FALSE,1,4000,0,0
GOCEMAX4,CINTA META,19,FALSE,7,7000,0,0
GOCEMAX5,CENTRO MESA,19,TRUE,1,8000,0,0
GOCEMAX6,VELA CORAZON,19,FALSE,1,10000,0,0
GOCEMAX7,VELA ESPIRAL,19,FALSE,1,13000,0,0
GOCEMAX8,GUIRNALDA,19,TRUE,1,23900,0,0
GR2,CASADILLA,19,TRUE,10,1500,0,0
GR4,PAN DE YUCA,19,TRUE,3,4000,0,0
GR5,RIZX30,19,TRUE,3,2500,0,0
GR6,CUCAS,19,TRUE,4,5100,0,0
GR7,YABOLIN,19,FALSE,30,5500,0,0
HS2,MO�OS  GRANDES,19,TRUE,4,5000,0,0
I677,TRIDENT SANDIA,19,TRUE,3,15600,800,0
JJ2,JW BLUE,19,TRUE,3,1000000,0,0
LD,LUCKY DAIQUIRI,19,TRUE,23,5000,0,0
LG,LUCKY GIN,19,TRUE,34,5000,0,0
LSA,LUCKY STRIKE ALASKA DOUBLE  MINT,19,TRUE,1,5000,0,0
M111,GALLETAS RITZ,19,TRUE,6,6900,1500,0
N12X293020,BOLSAS X100,19,TRUE,100,500,0,0
NJ1,GALLETA NAVIDE�A X 125 GR,19,TRUE,29,4300,0,0
falseC170JCD,NACHOS JOSE CUERVO,19,TRUE,6,8300,0,0
P10,TAKIS,0,TRUE,1,2500,0,0
P6,MM,0,TRUE,42,4500,0,0
P8,LONCHERA SALUDABLE,0,TRUE,23,2000,0,0
PARAGUITABOCADILLOCOMBINADO,BOCADILLO COMBINADO X 18,19,TRUE,15,4800,0,0
PARAGUITASBOCADILLOHOJA,BOCADILLO HOJA X 18,19,TRUE,16,8500,0,0
PCC25,PAPAS CREMA Y CEBOLLA 25 GR,19,TRUE,12,2800,0,0
PET10007,PULP MANZANA PET X 12,19,TRUE,540,1000,0,0
PET10014,PULP PERA X 12,19,TRUE,120,1000,0,0
PGN4063,AVISOS NAVIDE�OS,19,TRUE,89,2000,0,0
PL25,PAPAS MONTENEGRO LIMON X 25 GR,19,TRUE,9,2800,0,0
PLATP,PLATAfalse CASERO X 10,19,TRUE,10,7200,0,0
PTE10001,BIG COLA PET X 400 ML,19,TRUE,84,1500,0,0
PTE10007,PULP MANZANA PET X 400 ML,19,TRUE,360,2500,0,0
PTE10014,PULP PERA PET X 400 ML,19,FALSE,60,2500,0,0
PTE10036,CIFRUT MNDARINA LIMON,19,TRUE,60,650,0,0
PTE10048,BIG MANZANA X 400 ML,19,TRUE,12,1500,0,0
PTE10063,CIFRUT MORA PET X 250 ML,19,TRUE,60,1000,0,0
PTE10077,BIG PI�A PET X 400 ML,19,TRUE,12,1500,0,0
PTE10162,CIFRUT CITRUS PET 400 ML,19,TRUE,60,1500,0,0
